STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1992-Q1,,7.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1992-Q2,,5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1992-Q3,,5.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1992-Q4,,5.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1993-Q1,,6.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1993-Q2,,4.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1993-Q3,,5.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1993-Q4,,5.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1994-Q1,,7.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1994-Q2,,5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1994-Q3,,6.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1994-Q4,,6.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1995-Q1,,8.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1995-Q2,,5.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1995-Q3,,7.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1995-Q4,,7.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1996-Q1,,9.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1996-Q2,,5.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1996-Q3,,7.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1996-Q4,,7.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1997-Q1,,10,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1997-Q2,,5.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1997-Q3,,7.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1997-Q4,,7.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1998-Q1,,10.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1998-Q2,,6.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1998-Q3,,8.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1998-Q4,,7.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1999-Q1,,9.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1999-Q2,,6.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1999-Q3,,9.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,1999-Q4,,7.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2000-Q1,,10.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2000-Q2,,6.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2000-Q3,,8.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2000-Q4,,8.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2001-Q1,,11.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2001-Q2,,7.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2001-Q3,,9.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2001-Q4,,9.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2002-Q1,,12.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2002-Q2,,7.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2002-Q3,,10.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2002-Q4,,9.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2003-Q1,,13.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2003-Q2,,8.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2003-Q3,,11.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2003-Q4,,10.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2004-Q1,,14.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2004-Q2,,9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2004-Q3,,11.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2004-Q4,,11.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2005-Q1,,15.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2005-Q2,,9.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2005-Q3,,13.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2005-Q4,,13.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2006-Q1,,17.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2006-Q2,,11.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2006-Q3,,13,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2006-Q4,,13.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2007-Q1,,15.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2007-Q2,,11.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2007-Q3,,15.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2007-Q4,,15.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2008-Q1,,19.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2008-Q2,,15.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2008-Q3,,19.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2008-Q4,,17.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2009-Q1,,19,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2009-Q2,,13.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2009-Q3,,15.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2009-Q4,,13.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2010-Q1,,15.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2010-Q2,,13.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2010-Q3,,16,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2010-Q4,,15.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2011-Q1,,17.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2011-Q2,,15.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2011-Q3,,18.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2011-Q4,,18.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2012-Q1,,22.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2012-Q2,,18.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2012-Q3,,20.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2012-Q4,,18.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2013-Q1,,20.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2013-Q2,,15.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2013-Q3,,17,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2013-Q4,,14.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2014-Q1,,16.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2014-Q2,,12,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2014-Q3,,14.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2014-Q4,,13,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2015-Q1,,14.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2015-Q2,,11.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2015-Q3,,13.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2015-Q4,,12.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2016-Q1,,14.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2016-Q2,,10.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2016-Q3,,13.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2016-Q4,,11.7,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2017-Q1,,13.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2017-Q2,,9.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2017-Q3,,12.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2017-Q4,,10.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2018-Q1,,12.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2018-Q2,,9.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2018-Q3,,12.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2018-Q4,,10.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2019-Q1,,13.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2019-Q2,,11.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2019-Q3,,15.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2019-Q4,,16.4,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2020-Q1,,17.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2020-Q2,,1.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2020-Q3,,2.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2020-Q4,,3.1,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2021-Q1,,3.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2021-Q2,,4.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2021-Q3,,3.6,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2021-Q4,,4.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2022-Q1,,12.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2022-Q2,,15,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2022-Q3,,20.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2022-Q4,,20.8,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2023-Q1,,26,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2023-Q2,,20.2,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2023-Q3,,23.9,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2023-Q4,,20.3,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2024-Q1,,23.5,,NUM,Number,3,Thousands,,,,
DATAFLOW,ABS:ERP_COMP_Q(1.0.0),"Population and components of change - national, states and territories",I,7,Overseas Arrivals,5,Western Australia,Q,Quarterly,2024-Q2,,14.8,,NUM,Number,3,Thousands,,,,
